CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_VALUE
CHEMBL387405,Cn1c(c2cocc2)c(C3CCCC3)c4ccc(C(=O)O)c(O)c14,75
CHEMBL216384,OC(=O)c1ccc2c(C3CCCCC3)c4c5ccccc5CCCn4c2c1,77
CHEMBL384453,OC(=O)c1ccc2c(C3CCCC3)c(sc2c1)c4cocc4,78
CHEMBL191002,CN(C)C1CNC(C1)C(=O)Cn2c(c3ccccc3)c(C4CCCC4)c5ccc(cc25)C(=O)O,78
CHEMBL371635,OC1=C(C(=O)N(CC2CC2)c3ccccc13)C4=NS(=O)(=O)c5ccccc5N4,78
CHEMBL372656,CN(C)Cc1cc(ccc1Cl)c2c(C3CCCCC3)c4ccc(cc4n2CC(=O)N(C)C)C(=O)O,78
CHEMBL363342,CC(C)N(C)Cc1cccc(c1)c2c(C3CCCCC3)c4ccc(cc4n2CC(=O)N(C)C)C(=O)O,78
CHEMBL381010,CCCCCN1C(=O)C(=C(O)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,80
CHEMBL263976,Cn1c(c2ccccc2)c(C3CCCCC3)c4ccc(nc14)C(=O)O,80
CHEMBL210597,OC(=O)[C@@H]1CCCN1S(=O)(=O)c2cc(Cl)c(Cl)c(Cl)c2O,80
CHEMBL192896,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)c3ccccc3O,80
CHEMBL384144,OC(=O)c1ccc2c(C3CCCC3)c(oc2c1)c4cocc4,81
CHEMBL201063,OC1=C(C2=NS(=O)(=O)c3ccccc3N2)C(=O)N(Cc4cccc(c4)[N+](=O)[O-])c5ccccc15,81
CHEMBL201436,COC(C)CCN1C(=O)C(=C(O)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,82
CHEMBL201088,OC1=C(C2=NS(=O)(=O)c3ccccc3N2)C(=O)N(Cc4ccccc4)c5ccccc15,82
CHEMBL208822,COCCOC(=O)NS(=O)(=O)Nc1ccc2N=C(NS(=O)(=O)c2c1)C3=C(O)c4cccnc4N(CCC(C)C)C3=O,87
CHEMBL210491,CC(C)CCN1C(=O)C(=C(O)c2cccnc12)C3=NS(=O)(=O)c4cc(NS(=O)(=O)NC(=O)OCC=C)ccc4N3,88
CHEMBL205579,CCC(C)[C@@H]1N(Cc2ccccc2)C(=O)C(=C1O)C3=NS(=O)(=O)c4ccccc4N3,88
CHEMBL209396,Cc1nc(c(COc2ccc(cc2)c3nc4cc(ccc4n3C5CCCCC5)C(=O)O)s1)c6ccc(Cl)cc6,90
CHEMBL192804,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)c3cccc(F)c3,90
CHEMBL201814,OC1=C(C(=O)N(CCC=C)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,90
CHEMBL206793,Cc1cccc(Cl)c1CNC(=O)Nc2ccsc2c3nc(O)c(O)c(n3)C(=O)O,90
CHEMBL215233,Cn1c(c2ccccn2)c(C3CCCCC3)c4ccc(cc14)C(=O)O,90
CHEMBL175002,Nc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(c5cocc5)n4C6CCCCC6)C(=O)O)c2c1,90
CHEMBL383170,OC1=C(C(=O)N(CCC2CC2)c3c(F)cccc13)C4=NS(=O)(=O)c5ccccc5N4,90
CHEMBL369555,OC1=C(C(=O)N(CC2CCCCC2)c3ncccc13)C4=NS(=O)(=O)c5ccccc5N4,93
CHEMBL211766,OC(=O)c1ccc2c(C3CCCCC3)c(cn2c1)c4ccccc4,94
CHEMBL201660,OC1=C(C2=NS(=O)(=O)c3ccccc3N2)C(=O)N(Cc4ccc(Br)cc4)c5ccccc15,95
CHEMBL379718,CC(C)CCN1C(=O)C(=C(O)c2cccnc12)C3=NS(=O)(=O)c4cc(NS(=O)(=O)NC(=O)OCCOCc5ccccc5)ccc4N3,96
CHEMBL365793,CN(C)C(=O)CN(C)C(=O)Cn1c(c2ccccc2)c(C3CCCCC3)c4ccc(cc14)C(=O)O,98
CHEMBL378546,Cc1ccc(cc1)c2ccc(Cl)cc2COc3ccc(cc3)c4nc5cc(ccc5n4C6CCCCC6)C(=O)O,98
CHEMBL387301,OC(=O)c1ccc2c(c1)nc(c3ccc(OCc4ccccc4c5ccccc5)cc3F)n2C6CCCCC6,100
CHEMBL362185,OC(=O)C(=O)\C=C(/O)\c1cccc(OCc2cc(Br)ccc2C#N)c1,100
CHEMBL198423,OC(=O)C(=O)\C=C(/O)\c1cc(O)cc(OCc2c(Cl)cccc2C#N)c1,100
CHEMBL192358,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)C3CC4CCC3C4,100
CHEMBL211649,COc1ccc(cc1)c2ccc(Cl)cc2COc3ccc(cc3)c4nc5cc(ccc5n4C6CCCCC6)C(=O)O,100
CHEMBL381101,FC(F)(F)c1ccc(Cl)c(c1)c2oc(\C=C\3/SC(=S)N(NS(=O)(=O)c4ccccc4)C3=O)cc2,100
CHEMBL369000,CC(C)(Oc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(c5cocc5)n4C6CCCCC6)C(=O)O)c2c1)C(=O)O,100
CHEMBL188442,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)c3ccccc3,100
CHEMBL381529,CC(C)CCN1C(=O)C(=C(O)c2c(Br)cccc12)C3=NS(=O)(=O)c4ccccc4N3,105
CHEMBL202164,OC1=C(C(=O)N(CCCC(F)(F)F)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,106
CHEMBL212223,CC(C)CCN1C(=O)C(=C(O)c2cccnc12)C3=NS(=O)(=O)c4cc(NS(=O)(=O)NCCO)ccc4N3,107
CHEMBL382628,CC(C)CN1C(=O)C(=C(O)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,108
CHEMBL196447,OC(=O)C(=O)\C=C(/O)\c1cc(O)ccc1OCCCC#N,110
CHEMBL190800,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)c3ccc(Cl)cc3,110
CHEMBL366823,OC(=O)C(=O)\C=C(/O)\c1cccc(OCc2cccc(Cl)c2C#N)c1,110
CHEMBL368647,OC(=O)c1ccc2c(C3CCCCC3)c(c4ccccc4)n(CCN5CCOCC5)c2c1,111
CHEMBL202310,CCOC(=O)CNc1ccc2N(CCC(C)C)C(=O)C(=C(O)c2c1)C3=NS(=O)(=O)c4ccccc4N3,115
CHEMBL382997,CC(C)CCN1C(=O)C(=C(O)c2cccnc12)C3=NS(=O)(=O)c4cc(NS(=O)(=O)Nc5cccc(c5)C(=O)O)ccc4N3,115
CHEMBL202271,OC1=C(C(=O)N(CCC#C)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,118
CHEMBL177073,CS(=O)(=O)Nc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(c5cocc5)n4C6CCCCC6)C(=O)O)c2c1,120
CHEMBL184072,COc1ccc2c(C(=O)NC(CCC(=O)O)C(=O)O)c(Br)ccc2c1C(F)(F)F,120
CHEMBL365105,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)c3ccc(Br)cc3,120
CHEMBL448112,OC(=O)c1cc2c(C3CCCCC3)c([nH]c2s1)c4ccccc4,120
CHEMBL217213,Cn1c(c2ccc(OCc3ccccc3)cc2)c(C4CCCCC4)c5ccc(cc15)C(=O)O,120
CHEMBL217670,CC(=O)N1CCn2c(c3ccccc13)c(C4CCCCC4)c5ccc(cc25)C(=O)O,120
CHEMBL209006,CC(C)CCN1C(=O)C(=C(O)c2cccnc12)C3=NS(=O)(=O)c4cc(NS(=O)(=O)N(C)C(=O)OCc5ccccc5)ccc4N3,121
CHEMBL239863,COC(=O)c1ccccc1NS(=O)(=O)Nc2ccc3NC(=NS(=O)(=O)c3c2)C4=C(O)c5cccnc5N(CCC(C)C)C4=O,129
CHEMBL216044,COc1ccc(CCC2(CC(=O)C(=C(O)O2)Sc3ccc(O)cc3)C4CCCC4)cc1Cl,130
CHEMBL418899,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n2cnc3C(=O)NC(=Nc23)N,130
CHEMBL200405,CCCC1(CC(=O)O)OCCc2c1sc3c(C)cc(F)c(C#N)c23,130
CHEMBL380442,OC1=C(C(=O)N(CC2CCCC2)c3ccccc13)C4=NS(=O)(=O)c5ccccc5N4,132
CHEMBL396311,CCOC(=O)c1cccc(NS(=O)(=O)Nc2ccc3NC(=NS(=O)(=O)c3c2)C4=C(O)c5cccnc5N(CCC(C)C)C4=O)c1,132
CHEMBL370542,CN(C)C(=O)Cn1c(c2ccncc2)c(C3CCCCC3)c4ccc(cc14)C(=O)O,134
CHEMBL217580,COc1ccc(CCC2(CC(=O)C(=C(O)O2)Sc3nccn3C)C4CCCC4)cc1Cl,140
CHEMBL367430,OC(=O)[C@H](Cc1c[nH]c2ccc(O)cc12)NC(=O)c3ccc4c(c3)nc(c5ccccn5)n4C6CCCCC6,140
CHEMBL425286,OC(=O)c1ccc2c(C3CCCCC3)c4c5ccccc5OCn4c2c1,140
CHEMBL198349,CCCC1(CC(=O)O)OCCc2c1sc3c(Cl)ccc(Cl)c23,140
CHEMBL377504,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)OCc3cccc4ccccc34,140
CHEMBL385206,OC(=O)c1ccc2c(C3CCCCC3)c4c5ccccc5CCn4c2c1,140
CHEMBL198813,OC(=O)C(=O)\C=C(/O)\c1cccc(NS(=O)(=O)c2cc(Cl)cc(Cl)c2)c1,140
CHEMBL201604,CC(C)CCN1C(=O)C(=C(O)c2c1cccc2c3ccccc3)C4=NS(=O)(=O)c5ccccc5N4,144
CHEMBL205648,CC(C)CCN1[C@@H](C(C)C)C(=C(C1=O)C2=NS(=O)(=O)c3ccccc3N2)O,147
CHEMBL189725,CN(C)Cc1cccc(c1)c2c(C3CCCCC3)c4ccc(cc4n2CC(=O)N(C)C)C(=O)O,147
CHEMBL1789968,Cc1c(c2cocc2)n(C3CCCC3)c4cc(ccc14)C(=O)O,150
CHEMBL209796,OC(=O)c1ccc2c(C3CCCCC3)c([nH]c2n1)c4ccccc4,150
CHEMBL201341,C\C=C\CN1C(=O)C(=C(O)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,150
CHEMBL378524,OC(=O)c1ccc2c(c1)nc(c3ccc(OCc4ncccc4c5ccc(Cl)cc5)cc3)n2C6CCCCC6,150
CHEMBL368852,OC(=O)[C@H](Cc1c[nH]c2ccc(NS(=O)(=O)C(F)(F)F)cc12)NC(=O)c3ccc4c(c3)nc(c5cocc5)n4C6CCCCC6,150
CHEMBL176924,Cn1cc(C[C@@H](NC(=O)c2ccc3c(c2)nc(c4cocc4)n3C5CCCCC5)C(=O)O)c6cc(O)ccc16,160
CHEMBL212583,Cc1nc(COc2ccc(cc2)c3nc4cc(ccc4n3C5CCCCC5)C(=O)O)c(s1)c6ccc(Cl)cc6,170
CHEMBL199954,CCC[C@]1(CC(=O)O)OCCc2c1sc3c(C)ccc(C#N)c23,170
CHEMBL201567,OC1=C(C(=O)N(CCCC#N)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,172
CHEMBL203312,OC1=C(C(=O)N(CCCC#C)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,179
CHEMBL189927,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)c3ccccc3F,180
CHEMBL215089,Cc1c(c2ccccc2)n(C3CCCCC3)c4ccc(cc14)C(=O)O,180
CHEMBL209921,Cc1ncc(COc2ccc(cc2)c3nc4cc(ccc4n3C5CCCCC5)C(=O)O)c(n1)c6ccc(Cl)cc6,188
CHEMBL210541,CC(C)CCN1C(=O)C(=C(O)c2cccnc12)C3=NS(=O)(=O)c4cc(NS(=O)(=O)NC(=O)OCCCl)ccc4N3,189
CHEMBL201313,CCCC1(CC(=O)O)OCCc2c1sc3c(C)ccc(Br)c23,190
CHEMBL205990,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)OCc3c(Cl)cccc3Cl,190
CHEMBL202062,CC(C)CCN1C(=O)C(=C(O)c2cc(O)ccc12)C3=NS(=O)(=O)c4ccccc4N3,198
CHEMBL381033,C\C(=C/c1ccccc1)\C=C\2/SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O,200
CHEMBL201501,Fc1cc(F)c(\C=C\2/SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)cc1F,200
CHEMBL440573,Brc1ccc(\C=C\2/SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)cc1Br,200
CHEMBL203729,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)Cc3c[nH]c4ccccc34,200
CHEMBL383596,CCOC(=O)c1c2CCC(C)Cc2sc1NC(=O)NS(=O)(=O)c3ccc(C)cc3,200
CHEMBL202580,Clc1ccc(\C=C\2/SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)cc1Cl,200
CHEMBL191977,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)C3CCCCC3,200
CHEMBL212677,OC(=O)c1ccc2c(c1)nc(c3ccc(OCc4cc(Cl)ccc4c5ccccc5)cc3)n2C6CCCCC6,200
CHEMBL380788,OC1N(NS(=O)(=O)c2ccccc2F)C(=S)S/C/1=C\c3ccc(Cl)c(Cl)c3,200
CHEMBL194438,Cc1cccc(Cl)c1Oc2ccc(\C=C(/NC(=O)c3ccccc3)\C(=O)O)cc2,200
CHEMBL195476,OC(=O)\C(=C\c1ccc(Oc2ccccc2Cl)cc1)\NC(=O)c3ccccc3,200
CHEMBL201550,Clc1ccc(\C=C\2/SC(=S)N(NS(=O)(=O)c3cccs3)C2=O)cc1Cl,200
CHEMBL201119,CC(C)CCN1C(=O)C(=C(O)c2cc(Br)ccc12)C3=NS(=O)(=O)c4ccccc4N3,205
CHEMBL201603,CC(C)CCN1C(=O)C(=C(O)c2c(C)cccc12)C3=NS(=O)(=O)c4ccccc4N3,206
CHEMBL217807,OC(=O)c1ccc2c(C3CCCCC3)c4c5ccccc5Cn4c2c1,210
CHEMBL202911,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)Cc3ccccc3Cl,210
CHEMBL202804,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)NCc3csc4ccccc34,220
CHEMBL360266,OC1=C(C2=NS(=O)(=O)c3ccccc3N2)C(=O)N(NCc4cccnc4)c5ccccc15,221
CHEMBL370754,CN(C)C1CCN(CC1)C(=O)Cn2c(C#C)c(C3CCCCC3)c4ccc(cc24)C(=O)O,228
CHEMBL204663,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)Cc3csc4ccccc34,230
CHEMBL371821,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)c3ccc(F)c(F)c3,230
CHEMBL215848,CN(C)C(=O)Cn1c(c2ccccc2)c(C3CCCCC3)c4cc(sc14)C(=O)O,230
CHEMBL177929,OC(=O)C(=O)\C=C(/O)\c1cccc(OCc2ccccc2C#N)c1,230
CHEMBL192821,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)c3ccc(F)cc3F,230
CHEMBL202895,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)NCc3ccccc3,230
CHEMBL214031,OC(=O)c1ccc2c(C3CCCCC3)c([nH]c2c1)c4ccccn4,230
CHEMBL207911,OC(=O)[C@@H]1CSCN1S(=O)(=O)c2cc(Cl)cc(Cl)c2O,240
CHEMBL189319,CN(C)C1CNC(C1)C(=O)Cn2c(c3ccccc3)c(C4CCCCC4)c5cc(ccc25)C(=O)O,244
CHEMBL192831,Cc1ccc(cc1)C(=O)N\C(=C/c2ccc(Oc3ccccc3Br)cc2)\C(=O)O,250
CHEMBL210596,OC(=O)[C@@H]1CCCN1S(=O)(=O)c2cc(Cl)cc(Br)c2O,260
CHEMBL214781,COc1ccc(CCC2(CC(=O)C(=C(O)O2)Sc3nnnn3C)C4CCCC4)cc1Cl,280
CHEMBL205118,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)Cc3c([nH]c4ccccc34)c5ccccc5,280
CHEMBL191207,CCc1c(C2CCCCC2)c3ccc(cc3n1CC(=O)N4CCC(CC4)N(C)C)C(=O)O,283
CHEMBL381218,CC(=CCN1C(=O)C(=C(O)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3)C,289
CHEMBL214595,Cn1c(c2cocc2)c(C3CCCC3)c4ccc(C(=O)O)c(Cl)c14,290
CHEMBL209282,OC(=O)c1ccc2c(c1)nc(c3ccc(OCc4cc(Cl)ccc4c5cccnc5)cc3)n2C6CCCCC6,290
CHEMBL201815,CC(Br)CCN1C(=O)C(=C(O)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,290
CHEMBL204321,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)OCc3ccccc3,290
CHEMBL377598,OC(=O)c1ccc2c(c1)nc(c3ccc(OCc4ccccc4c5ccccc5)cc3)n2C6CCCCC6,300
CHEMBL201873,Cc1nc(CN2C(=O)C(=C(O)c3ccccc23)C4=NS(=O)(=O)c5ccccc5N4)cs1,304
CHEMBL371573,Nc1cccc(Cl)c1Oc2ccc(\C=C(/NC(=O)c3ccccc3)\C(=O)O)cc2,310
CHEMBL202514,OC1=C(C2=NS(=O)(=O)c3ccccc3N2)C(=O)N(Cc4cccnc4)c5ccccc15,316
CHEMBL378758,CN(C)C(=O)Cn1c(c2ccccc2)c(C3CCCCC3)c4ccc(nc14)C(=O)O,320
CHEMBL201475,CCCC1(CC(=O)O)OCCc2c1sc3c(C)ccc(C#N)c23,320
CHEMBL363830,CN(C)C(=O)Cn1c(c2cccnc2)c(C3CCCCC3)c4ccc(cc14)C(=O)O,332
CHEMBL202315,CC(C)CCN1C(=O)C(=C(O)c2c1cccc2[N+](=O)[O-])C3=NS(=O)(=O)c4ccccc4N3,338
CHEMBL208507,OC(=O)c1ccc2c(c1)nc(c3ccc(OCCc4ccccc4c5ccccc5)cc3)n2C6CCCCC6,340
CHEMBL202513,CC(C)CCN1C(=O)C(=C(O)c2c(F)cccc12)C3=NS(=O)(=O)c4ccccc4N3,340
CHEMBL178087,OC(=O)c1ccc2c(c1)cc(c3ccc(O)cc3)n2C4CCCCC4,340
CHEMBL384028,COc1c(ccc2c(C3CCCC3)c(c4cocc4)n(C)c12)C(=O)O,340
CHEMBL175171,OC(=O)C(=O)CC(=O)c1ccccc1OCCCC#N,350
CHEMBL379796,OC(=O)c1ccc2c(c1)nc(c3ccc(OCc4ccccc4c5ccccc5)cc3Cl)n2C6CCCCC6,350
CHEMBL202539,OC1=C(C(=O)N(CC2CCCCC2)c3ccccc13)C4=NS(=O)(=O)c5ccccc5N4,367
CHEMBL426277,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)CCc3ccc(cc3)C(F)(F)F,370
CHEMBL369552,CN(C)C(=O)Cn1c(c2ccccc2Cl)c(C3CCCCC3)c4ccc(cc14)C(=O)O,372
CHEMBL196154,OC(=O)C(=O)\C=C(/O)\c1ccccc1OCCCC#N,380
CHEMBL377907,OC(=O)c1ccc2c(c1)nc(c3ccc(OCc4ccccc4c5ccccc5)c(F)c3)n2C6CCCCC6,380
CHEMBL380462,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)Cc3ccccc3,380
CHEMBL205337,OC(=O)c1ccc2c(c1)nc(c3ccc(OCc4cccc(c4)c5ccccc5)cc3)n2C6CCCCC6,390
CHEMBL369397,COc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(c5cocc5)n4C6CCCCC6)C(=O)O)c2c1,400
CHEMBL174225,OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2ccc3c(c2)nc(c4cocc4)n3C5CCCCC5,400
CHEMBL353549,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c3ccc4c(c3)nc(c5cocc5)n4C6CCCCC6,400
CHEMBL177283,COc1ccc(cc1OC)[C@H](NC(=O)c2ccc3c(c2)nc(c4cocc4)n3C5CCCCC5)C(=O)O,400
CHEMBL181634,CC(C)C[C@]1(C[C@@H]([C@@H](N1C(=O)c2ccc(cc2)C(F)(F)F)c3nccs3)C(=O)O)C(=O)O,400
CHEMBL195832,OC(=O)c1ccccc1NC(=O)\C(=C\c2ccc(Oc3ccccc3Br)cc2)\NC(=O)c4ccccc4,400
CHEMBL193241,CN1CCN(CC1)C(=O)Cn2c(c3ccccc3)c(C4CCCCC4)c5cc(ccc25)C(=O)O,448
CHEMBL378164,CC(C)CCN1C(=O)C(=C(O)c2cc(ccc12)[N+](=O)[O-])C3=NS(=O)(=O)c4ccccc4N3,455
CHEMBL379881,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)OCCc3ccccc3,460
CHEMBL368163,Cc1[nH]c2ccc(O)cc2c1C[C@H](NC(=O)c3ccc4c(c3)nc(c5cocc5)n4C6CCCCC6)C(=O)O,460
CHEMBL213819,COC(=O)c1c(ccc2c(C3CCCC3)c(c4cocc4)n(C)c12)C(=O)O,480
CHEMBL378284,OC(=O)c1ccc2c(c1)nc(c3ccc(OCc4cc(Cl)ccc4c5cccc(Cl)c5)cc3)n2C6CCCCC6,480
CHEMBL381310,OC1=C(C(=O)N(CC2CCOC2)c3ccccc13)C4=NS(=O)(=O)c5ccccc5N4,484
CHEMBL179318,OC(=O)c1ccc2c(C3CCCCC3)c(c4ccccc4)n(c2c1)S(=O)(=O)c5ccccc5,485
CHEMBL203783,CC(C)(C)CCN1[C@@H](C2CCCCC2)C(=C(C1=O)C3=NS(=O)(=O)c4ccccc4N3)O,486
CHEMBL184500,COc1ccc2c(cccc2c1C(F)(F)F)C(=O)NC(CCC(=O)O)C(=O)O,490
CHEMBL199678,CCOC(=O)c1c2CC(C)CCc2sc1NC(=O)NS(=O)(=O)c3ccc(C)cc3,500
CHEMBL182020,Oc1ncnc2nc(c3ccc(F)cc3)c(nc12)c4ccc(F)cc4,500
CHEMBL194554,NC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)c3ccccc3,500
CHEMBL372998,OC1N(NS(=O)(=O)c2ccc(Cl)cc2)C(=S)S/C/1=C\c3ccc(Cl)c(Cl)c3,500
CHEMBL360456,CC(C)C[C@]1(C[C@@H]([C@H](C(C)C)N1C(=O)c2ccc(cc2)C(F)(F)F)C(=O)O)C(=O)O,500
CHEMBL195549,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)CCc3ccc(Cl)cc3,500
CHEMBL201140,OC1=C(C(=O)N(CC2CCCO2)c3ccccc13)C4=NS(=O)(=O)c5ccccc5N4,528
CHEMBL383501,CC(C)(C)[C@@H]1N(CCC2CC2)C(=O)C(=C1O)C3=NS(=O)(=O)c4ccccc4N3,530
CHEMBL214171,CC(C)Oc1ccc(CCC2(CC(=O)CC(=O)O2)C3CCCC3)cc1F,530
CHEMBL202581,CC(C)CCN1C(=O)C(=C(O)c2ccc(F)cc12)C3=NS(=O)(=O)c4ccccc4N3,554
CHEMBL427410,COc1ccc(CCC2(CC(=O)C(=C(O)O2)Sc3ccccc3)C4CCCC4)cc1Cl,560
CHEMBL378114,Oc1c(Cl)cc(Cl)cc1S(=O)(=O)N2CCC[C@H]2c3nn[nH]n3,560
CHEMBL206865,CCCC1(CC(=O)O)OCCc2c1[nH]c3c(C)ccc(C#N)c23,570
CHEMBL379241,OC(=O)c1ccc2c(c1)nc(c3ccc(Oc4ccccc4c5ccccc5)cc3)n2C6CCCCC6,580
CHEMBL380869,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)Nc3ccccc3,580
CHEMBL373305,Cc1ccccc1Oc2ccc(\C=C(/NC(=O)c3ccccc3)\C(=O)O)cc2,580
CHEMBL203383,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)CCc3ccccc3,580
CHEMBL208843,Cc1oc(c(COc2ccc(cc2)c3nc4cc(ccc4n3C5CCCCC5)C(=O)O)n1)c6ccc(Cl)cc6,580
CHEMBL425352,COc1ccc2c(cccc2c1Br)C(=O)NC(CCC(=O)O)C(=O)O,590
CHEMBL179389,CC(C)C[C@]1(C[C@@H]([C@@H](N1C(=O)c2ccc(Cl)c(Cl)c2)c3cccs3)C(=O)O)C(=O)O,600
CHEMBL180099,CC(C)C[C@]1(C[C@@H]([C@@H](N1C(=O)c2cccc(c2)C(F)(F)F)c3cccs3)C(=O)O)C(=O)O,600
CHEMBL73502,NC1=Nc2c(ncn2[C@@H]3O[C@H](CO)C[C@H]3O)C(=O)N1,600
CHEMBL195802,OC(=O)\C(=C\c1ccc(Oc2ccccc2Br)cc1)\NC(=O)CCc3ccc(F)cc3,600
CHEMBL202498,Cc1ccc(cc1)S(=O)(=O)NN2C(O)\C(=C\c3ccc(Cl)c(Cl)c3)\SC2=S,600
CHEMBL201236,C\C(=C/1\SC(=S)N(NS(=O)(=O)c2ccccc2)C1=O)\c3ccc(Cl)c(Cl)c3,600
CHEMBL379470,OC(=O)c1nc(nc(O)c1O)c2sccc2NC(=O)NCCc3ccccc3,620
CHEMBL363563,OC(=O)\C(=C\c1ccc(s1)c2ccccc2Cl)\NC(=O)c3ccccc3,660
CHEMBL369909,OC(=O)C(=O)\C=C(/O)\c1cccc(OCc2cccc3ccccc23)c1,670
CHEMBL439511,CC(C)(C)C(=O)CN1C(=O)C(=C(O)c2cc(F)ccc12)C3=NS(=O)(=O)c4ccccc4N3,696
CHEMBL200965,Brc1ccc(\C=C\2/SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)cc1,700
CHEMBL382093,CCOC(=O)c1c2CCCCc2sc1NC(=O)NS(=O)(=O)c3cccc4ccccc34,700
CHEMBL23458,OC(=O)[C@H](Cc1ccccc1)N(Cc2cccc(c2)[N+](=O)[O-])C(=O)c3ccc(Cl)cc3Cl,700
CHEMBL371696,CCOC(=O)c1c2CCCCc2sc1NC(=O)NS(=O)(=O)c3ccccc3,700
CHEMBL367243,OC(=O)[C@@H](Cc1c[nH]c2ccc(O)cc12)NC(=O)c3ccc4c(c3)nc(c5cocc5)n4C6CCCCC6,700
CHEMBL360543,CC(C)C[C@]1(C[C@@H]([C@@H](N1C(=O)c2ccc(cc2)C(F)(F)F)c3ccccn3)C(=O)O)C(=O)O,700
CHEMBL264217,OC1N(NS(=O)(=O)c2ccc(F)cc2)C(=S)S/C/1=C\c3ccc(Cl)c(Cl)c3,700
CHEMBL180771,CC(C)C[C@]1(C[C@@H]([C@@H](N1C(=O)c2cccc3ccccc23)c4cccs4)C(=O)O)C(=O)O,700
CHEMBL180188,CC(C)C[C@]1(C[C@@H]([C@@H](N1C(=O)c2ccc(cc2)C(F)(F)F)c3ccccc3)C(=O)O)C(=O)O,700
CHEMBL202934,CCCCS(=O)(=O)NN1C(=S)S\C(=C/c2ccc(Cl)c(Cl)c2)\C1=O,700
CHEMBL201681,CCCCC1(CC(=O)O)OCCc2c1sc3c(Cl)ccc(Cl)c23,750
CHEMBL427375,OC1=C(C(=O)N(CCCCC#N)c2ccccc12)C3=NS(=O)(=O)c4ccccc4N3,750
CHEMBL207979,OC(=O)[C@@H]1CCCN1S(=O)(=O)c2cc(Cl)cc(Cl)c2O,770
CHEMBL202191,OC1=C(C2=NS(=O)(=O)c3ccccc3N2)C(=O)N(Cc4ccccc4C#N)c5ccccc15,780
CHEMBL365977,OC(=O)CCC(=O)N\C(=C/c1ccc(Oc2ccccc2I)cc1)\C(=O)O,790
CHEMBL212390,CCOc1ccc(CCC2(CC(=O)CC(=O)O2)C3CCCC3)cc1F,790
